send,rec,strength,annotation
TR,ECT,5,
TR,PERI,4,
TR,ENTl,2,
TR,ENTm,2,
TR,ENTmv,1,
TR,PRE,9,
TR,POST,9,
TR,PAR,6,
TR,SUBd,6,
TR,SUBv,4,
TR,CA1,2,
TR,CA2,9,
TR,CA3,12,
TR,DG,9,
TR,EPv,3,
TR,LA,9,
TR,BLAp,2,
TR,BMAa,2,
TR,BMAp,2,
TR,PA,7,
TR,CP,4,
TR,FS,2,
TR,LSv,9,
TR,AAA,6,
TR,CEAm,6,
TR,CEAl,2,
TR,CEAc,2,
TR,MEAad,2,
TR,MEAav,2,
TR,BA,2,
TR,IA,2,
TR,SI,2,
TR,BSTal,1,
TR,BSTam,2,
TR,BSTov,1,
TR,BSTju,1,
TR,BSTrh,2,
TR,BSTdm,4,
TR,BSTfu,2,
TR,BSTv,9,
TR,BSTmg,9,
TR,BSTpr,5,
TR,BSTif,4,
TR,BSTtr,4,
TR,BSTd,9,
TR,SBPV,9,
TR,NIc,9,
TR,NId,9,
TR,MPNl,9,
TR,VMHdm,9,
TR,VMHvl,9,
TR,PMd,9,
TR,MM,9,
TR,PH,9,
TR,PRC,9,
TR,MPO,9,
TR,AHA,9,
TR,LHAjp,9,
TR,LHAs,6,
TR,PVa,9,
PAA,MOp,9,
PAA,MOs,6,
PAA,ILA,6,
PAA,TR,9,
PAA,COApm,2,
PAA,AUDp,9,
PAA,AUDv,9,
PAA,VISal,9,
PAA,VISam,9,
PAA,VISll,9,
PAA,VISlm,9,
PAA,VISp,9,
PAA,ACAd,9,
PAA,PL,9,
PAA,ORBl,9,
PAA,ORBm,9,
PAA,ORBv,9,
PAA,ORBvl,9,
PAA,AIv,3,
PAA,AIp,3,
PAA,RSPd,9,
PAA,RSPagl,9,
PAA,PTLp,9,
PAA,TEa,9,
PAA,ECT,2,
PAA,PERI,4,
PAA,ENTl,2,
PAA,ENTm,9,
PAA,ENTmv,9,
PAA,PRE,9,
PAA,PAR,12,
PAA,CA1,6,
PAA,CA2,9,
PAA,CA3,12,
PAA,DG,9,
PAA,EPd,2,
PAA,EPv,2,
PAA,LA,6,
PAA,BLAp,5,
PAA,PA,9,
PAA,isl,12,
PAA,LSv,9,
PAA,BSTal,12,
PAA,BSTam,12,
PAA,BSTov,9,
PAA,BSTju,9,
PAA,BSTrh,9,
PAA,BSTdm,6,
PAA,BSTfu,9,
PAA,BSTv,9,
PAA,BSTmg,9,
PAA,BSTpr,9,
PAA,BSTif,2,
PAA,BSTtr,2,
PAA,BSTd,9,
PAA,SBPV,9,
PAA,NIc,9,
PAA,NId,9,
PAA,MPNl,9,
PAA,VMHdm,7,
PAA,VMHvl,7,
PAA,PMd,9,
PAA,MM,9,
PAA,PH,9,
PAA,PRC,9,
PAA,MPO,9,
PAA,AHA,7,
PAA,LHAjp,9,
PAA,LHAs,9,
PAA,PVa,9,
NLOT,MOp,9,
NLOT,MOs,9,
NLOT,ILA,9,
NLOT,MOB,4,
NLOT,AOB,4,
NLOT,PIR,4,
NLOT,COAa,4,
NLOT,AUDp,9,
NLOT,VISal,9,
NLOT,VISam,9,
NLOT,VISlm,9,
NLOT,VISp,9,
NLOT,ACAd,9,
NLOT,PL,9,
NLOT,ORBl,9,
NLOT,ORBm,9,
NLOT,ORBv,9,
NLOT,ORBvl,9,
NLOT,AId,4,
NLOT,AIv,4,
NLOT,AIp,5,
NLOT,RSPagl,9,
NLOT,PTLp,9,
NLOT,ECT,9,
NLOT,PERI,4,
NLOT,ENTl,4,
NLOT,ENTm,12,
NLOT,ENTmv,12,
NLOT,IG,2,
NLOT,EPd,3,
NLOT,BMAa,4,
NLOT,PA,9,
NLOT,FS,4,
NLOT,isl,1,
NLOT,islm,4,
NLOT,LSv,9,
NLOT,SH,3,
NLOT,AAA,4,
NLOT,CEAm,4,
NLOT,BA,4,
NLOT,SI,4,
NLOT,NDB,4,
NLOT,NIc,9,
NLOT,NId,9,
NLOT,PMd,9,
NLOT,PH,9,
NLOT,PRC,9,
NLOT,AHA,4,
NLOT,LHAjp,6,
NLOT,RCH,4,
NLOT,LHAs,9,
COAa,MOp,9,
COAa,MOs,9,
COAa,SSp,9,
COAa,SSs,9,
COAa,VISC,9,
COAa,ILA,5,
COAa,GU,9,
COAa,MOB,9,
COAa,AOB,9,
COAa,AON,9,
COAa,TTd,9,
COAa,TTv,9,
COAa,PIR,4,
COAa,TR,4,
COAa,PAA,2,
COAa,NLOT,9,
COAa,COApl,6,
COAa,COApm,2,
COAa,AUDp,9,
COAa,AUDd,9,
COAa,AUDv,9,
COAa,VISlla,9,
COAa,VISal,9,
COAa,VISam,9,
COAa,VISli,9,
COAa,VISll,9,
COAa,VISlm,9,
COAa,VISpl,9,
COAa,VISp,9,
COAa,VISrl,9,
COAa,ACAd,9,
COAa,ACAv,9,
COAa,PL,6,
COAa,ORBl,9,
COAa,ORBm,9,
COAa,ORBv,9,
COAa,ORBvl,9,
COAa,AId,9,
COAa,AIv,9,
COAa,AIp,9,
COAa,RSPd,9,
COAa,RSPagl,9,
COAa,RSPv,9,
COAa,PTLp,9,
COAa,TEa,9,
COAa,ECT,9,
COAa,PERI,7,
COAa,ENTl,2,
COAa,ENTm,9,
COAa,ENTmv,9,
COAa,PRE,9,
COAa,POST,9,
COAa,PAR,9,
COAa,SUBd,9,
COAa,SUBv,9,
COAa,CA1,9,
COAa,CA2,9,
COAa,CA3,9,
COAa,DG,9,
COAa,IG,9,
COAa,FC,9,
COAa,CLA,9,
COAa,EPd,9,
COAa,EPv,9,
COAa,LA,9,
COAa,BLAa,9,
COAa,BLAp,7,
COAa,BMAa,1,
COAa,BMAp,7,
COAa,PA,9,
COAa,CP,9,
COAa,ACB,9,
COAa,FS,9,
COAa,OT1,9,
COAa,OT2,9,
COAa,OT3,9,
COAa,isl,9,
COAa,islm,9,
COAa,LSc.d.r,9,
COAa,LSc.d.d,9,
COAa,LSc.d.l,9,
COAa,LSc.d.v,9,
COAa,LSc.v.m.d,9,
COAa,LSc.v.m.v,9,
COAa,LSc.v.i,9,
COAa,LSc.v.l.d,9,
COAa,LSc.v.l.v,9,
COAa,LSr.m.d,9,
COAa,LSr.m.v.r,9,
COAa,LSr.m.v.c,9,
COAa,LSr.vl.d.m,9,
COAa,LSr.vl.d.l,9,
COAa,LSr.vl.v,9,
COAa,LSr.dl.m.d,9,
COAa,LSr.dl.m.v,9,
COAa,LSr.dl.l.d,9,
COAa,LSr.dl.l.v,9,
COAa,LSv,9,
COAa,SF,9,
COAa,SH,9,
COAa,AAA,4,
COAa,CEAm,9,
COAa,CEAl,9,
COAa,CEAc,12,
COAa,MEAad,2,
COAa,MEAav,12,
COAa,MEApd-a,9,
COAa,MEApd-b,9,
COAa,MEApd-c,9,
COAa,MEApv,2,
COAa,BA,9,
COAa,IA,9,
COAa,SI,6,
COAa,MA,9,
COAa,MS,9,
COAa,NDB,12,
COAa,TRS,9,
COAa,BSTal,9,
COAa,BSTam,6,
COAa,BSTov,9,
COAa,BSTju,9,
COAa,BSTrh,9,
COAa,BSTdm,9,
COAa,BSTfu,9,
COAa,BSTv,9,
COAa,BSTmg,9,
COAa,BSTpr,12,
COAa,BSTif,6,
COAa,BSTtr,4,
COAa,BSTpm,9,
COAa,BSTd,9,
COAa,BSTse,9,
COAa,BSTsz,9,
COAa,BAC,9,
COAa,BSM,9,
COAa,LING,9,
COAa,CENT2,9,
COAa,CENT3,9,
COAa,CUL4,9,
COAa,CUL5,9,
COAa,DEC,9,
COAa,FOTU,9,
COAa,PYR,9,
COAa,UVU,9,
COAa,NOD,9,
COAa,SIM,9,
COAa,AN,9,
COAa,PRM,9,
COAa,COPY,9,
COAa,PFL,9,
COAa,FL,9,
COAa,FN,9,
COAa,IPp,9,
COAa,DNp,9,
COAa,VAL,9,
COAa,VM,9,
COAa,VPL,9,
COAa,VPLpc,9,
COAa,VPM,9,
COAa,VPMpc,9,
COAa,SPFm,9,
COAa,PP,9,
COAa,MGd,9,
COAa,MGv,9,
COAa,MGm,9,
COAa,LGd,9,
COAa,LP,9,
COAa,PO,9,
COAa,SGN,9,
COAa,POL,9,
COAa,AV,9,
COAa,AMd,9,
COAa,AMv,9,
COAa,AD,9,
COAa,IAD,9,
COAa,LD,9,
COAa,MDm,7,
COAa,MDc,9,
COAa,MDl,9,
COAa,IMD,9,
COAa,SMT,9,
COAa,PR,9,
COAa,PVT,9,
COAa,PT,9,
COAa,REa,9,
COAa,RECc,9,
COAa,RECd,9,
COAa,RECm,9,
COAa,RH,9,
COAa,CM,7,
COAa,CL,9,
COAa,PF,9,
COAa,RT,9,
COAa,SCzo,9,
COAa,SCsg,9,
COAa,SCop,9,
COAa,PBG,9,
COAa,MEV,9,
COAa,PSV,9,
COAa,SPVOvl,9,
COAa,SPVOrdm,9,
COAa,SPVOmdmd,9,
COAa,SPVOcdm,9,
COAa,SPVI,9,
COAa,SPVC,9,
COAa,PAT,9,
COAa,GR,9,
COAa,GRm,9,
COAa,CU,9,
COAa,z,9,
COAa,ECU,9,
COAa,MZ,9,
COAa,SGE,9,
COAa,NP,9,
COAa,RS,9,
COAa,BN,9,
COAa,LCN,9,
COAa,LSN,9,
COAa,IH,9,
COAa,CEC,9,
COAa,DSN,9,
COAa,DSNc,9,
COAa,DCO,9,
COAa,VCOa,9,
COAa,VCOp,9,
COAa,CNspg,9,
COAa,IAN,9,
COAa,NTB,9,
COAa,SOCm,9,
COAa,SOCl,9,
COAa,POR,9,
COAa,ICe,9,
COAa,ICd,9,
COAa,ICc,9,
COAa,NB,9,
COAa,SAG,9,
COAa,NTSm,9,
COAa,NTSce,9,
COAa,NTSco,9,
COAa,NTSge,9,
COAa,NTSl,9,
COAa,PBlc,9,
COAa,PBld,9,
COAa,PBle,9,
COAa,PBlex,9,
COAa,PBli,9,
COAa,PBls,9,
COAa,PBlv,9,
COAa,KF,9,
COAa,PBmm,9,
COAa,PBme,9,
COAa,PBmv,9,
COAa,OV,9,
COAa,SFO,9,
COAa,AP,9,
COAa,SCHd,9,
COAa,SCHv,9,
COAa,SBPV,9,
COAa,TMd,9,
COAa,TMv,9,
COAa,SUMm,9,
COAa,SUMl,9,
COAa,SNc,9,
COAa,PPN,9,
COAa,PRNr,9,
COAa,IF,9,
COAa,IPNr,9,
COAa,IPNa,9,
COAa,IPNd,9,
COAa,IPNld,9,
COAa,IPNli,9,
COAa,IPNlv,9,
COAa,IPNlr,9,
COAa,IPNi,9,
COAa,IPNc,9,
COAa,RL,9,
COAa,CLI,9,
COAa,CSm,9,
COAa,CSl,9,
COAa,DR,9,
COAa,NIc,9,
COAa,NId,9,
COAa,RPO,9,
COAa,RM,9,
COAa,RPA,9,
COAa,RO,9,
COAa,LDT,9,
COAa,SLD,9,
COAa,LC,9,
COAa,SLC,9,
COAa,MPNl,7,
COAa,MPNm,7,
COAa,MPNc,9,
COAa,AHNa,9,
COAa,AHNc,7,
COAa,AHNp,9,
COAa,AHNd,9,
COAa,PVHmpv,9,
COAa,PVHdp,9,
COAa,PVHlp,9,
COAa,PVHf,9,
COAa,VMHa,9,
COAa,VMHdm,7,
COAa,VMHc,9,
COAa,VMHvl,7,
COAa,PMv,9,
COAa,PMd,9,
COAa,MM,9,
COAa,MMme,9,
COAa,LM,9,
COAa,SNr,9,
COAa,VTA,9,
COAa,RR,9,
COAa,SCdg,9,
COAa,SCdw,9,
COAa,RN,9,
COAa,PG,9,
COAa,TRN,9,
COAa,IOda,9,
COAa,IOma,9,
COAa,IOpr,9,
COAa,LRNm,9,
COAa,LRNp,9,
COAa,LIN,9,
COAa,PMR,9,
COAa,PAS,9,
COAa,MV,9,
COAa,LAV,9,
COAa,SUV,9,
COAa,SPIV,9,
COAa,NIS,9,
COAa,PRP,9,
COAa,NR,9,
COAa,INV,9,
COAa,x,9,
COAa,y,9,
COAa,ICB,9,
COAa,MHd,9,
COAa,MHv,9,
COAa,LH,9,
COAa,PH,9,
COAa,PRC,9,
COAa,COM,9,
COAa,PAGrm,9,
COAa,PAGrl,9,
COAa,PAGm,9,
COAa,PAGd,9,
COAa,PAGdl,9,
COAa,PAGvl,9,
COAa,MAN,9,
COAa,INC,9,
COAa,ND,9,
COAa,PCG,9,
COAa,DTN,9,
COAa,LTN,9,
COAa,B,9,
COAa,SG,9,
COAa,CGS,9,
COAa,MEPO,9,
COAa,PSCH,9,
COAa,AVPV,9,
COAa,PVpo,9,
COAa,ADP,9,
COAa,AVP,9,
COAa,PD,9,
COAa,PS,9,
COAa,MPO,9,
COAa,AHA,7,
COAa,DMH,9,
COAa,PVp,9,
COAa,LPO,9,
COAa,LHAjp,4,
COAa,RCH,9,
COAa,LHAs,6,
COAa,STN,9,
COAa,ZI,9,
COAa,ZIda,9,
COAa,FF,9,
COAa,IGL,9,
COAa,LGvl,9,
COAa,LGvm,9,
COAa,OP,9,
COAa,NOT,9,
COAa,PPT,9,
COAa,NPC,9,
COAa,APN,9,
COAa,MPT,9,
COAa,VTN,9,
COAa,AT,9,
COAa,MT,9,
COAa,LT,9,
COAa,DT,9,
COAa,CUN,9,
COAa,PRNc,9,
COAa,GRN,9,
COAa,PGRNd,9,
COAa,PGRNl,9,
COAa,PPYd,9,
COAa,PPYs,9,
COAa,MARN,9,
COAa,SUT,9,
COAa,PARN,9,
COAa,MDRNd,9,
COAa,MDRNv,9,
COAa,SO,9,
COAa,SOr,9,
COAa,NC,9,
COAa,PVHam,9,
COAa,PVHmm,9,
COAa,PVHpmm,9,
COAa,PVHpml,9,
COAa,MEin,9,
COAa,INFin,9,
COAa,NL,9,
COAa,PVHap,9,
COAa,PVHmpd,9,
COAa,PVHpv,9,
COAa,PVa,9,
COAa,PVi,9,
COAa,ARH,9,
COAa,MEex,9,
COAa,INFex,9,
COAa,III,9,
COAa,IV,9,
COAa,VI,9,
COAa,ACVI,9,
COAa,Vpc,9,
COAa,VII,9,
COAa,ACVII,9,
COAa,ECO,9,
COAa,EV,9,
COAa,AMBd,9,
COAa,XI,9,
COAa,XII,9,
COAa,VH,9,
COAa,NBC,9,
COAa,ON,9,
COAa,PN,9,
COAa,EW,9,
COAa,SSN,9,
COAa,ISN,9,
COAa,DMX,9,
COAa,AMBv,9,
COAa,IMLp,9,
COAa,IMLs,9,
COAa,IMM,9,
COAa,ICS,9,
COApl,MOp,9,
COApl,MOs,9,
COApl,SSp,9,
COApl,SSs,9,
COApl,VISC,9,
COApl,ILA,4,
COApl,GU,9,
COApl,MOB,9,
COApl,AOB,9,
COApl,AON,9,
COApl,TTd,9,
COApl,TTv,9,
COApl,PIR,12,
COApl,TR,12,
COApl,PAA,9,
COApl,NLOT,9,
COApl,COAa,9,
COApl,COApm,2,
COApl,AUDp,9,
COApl,AUDd,9,
COApl,AUDv,9,
COApl,VISlla,9,
COApl,VISal,9,
COApl,VISam,9,
COApl,VISli,9,
COApl,VISll,9,
COApl,VISlm,9,
COApl,VISpl,9,
COApl,VISp,9,
COApl,VISrl,9,
COApl,ACAd,9,
COApl,ACAv,9,
COApl,PL,6,
COApl,ORBl,9,
COApl,ORBm,4,
COApl,ORBv,9,
COApl,ORBvl,9,
COApl,AId,12,
COApl,AIv,12,
COApl,AIp,12,
COApl,RSPd,9,
COApl,RSPagl,9,
COApl,RSPv,9,
COApl,PTLp,9,
COApl,TEa,9,
COApl,ECT,7,
COApl,PERI,4,
COApl,ENTl,2,
COApl,ENTm,3,
COApl,ENTmv,9,
COApl,PRE,9,
COApl,POST,9,
COApl,PAR,9,
COApl,SUBd,9,
COApl,SUBv,12,
COApl,CA1,4,
COApl,CA2,9,
COApl,CA3,6,
COApl,DG,9,
COApl,IG,9,
COApl,FC,9,
COApl,CLA,12,
COApl,EPd,12,
COApl,EPv,9,
COApl,LA,5,
COApl,BLAa,9,
COApl,BLAp,5,
COApl,BMAa,9,
COApl,BMAp,9,
COApl,PA,4,
COApl,CP,9,
COApl,ACB,12,
COApl,FS,12,
COApl,OT1,9,
COApl,OT2,9,
COApl,OT3,9,
COApl,isl,9,
COApl,islm,9,
COApl,LSc.d.r,9,
COApl,LSc.d.d,9,
COApl,LSc.d.l,9,
COApl,LSc.d.v,9,
COApl,LSc.v.m.d,9,
COApl,LSc.v.m.v,9,
COApl,LSc.v.i,9,
COApl,LSc.v.l.d,9,
COApl,LSc.v.l.v,9,
COApl,LSr.m.d,9,
COApl,LSr.m.v.r,9,
COApl,LSr.m.v.c,9,
COApl,LSr.vl.d.m,9,
COApl,LSr.vl.d.l,9,
COApl,LSr.vl.v,9,
COApl,LSr.dl.m.d,9,
COApl,LSr.dl.m.v,9,
COApl,LSr.dl.l.d,9,
COApl,LSr.dl.l.v,9,
COApl,LSv,12,
COApl,SF,9,
COApl,SH,9,
COApl,AAA,9,
COApl,CEAm,9,
COApl,CEAl,9,
COApl,CEAc,12,
COApl,MEAad,12,
COApl,MEAav,9,
COApl,MEApd-a,9,
COApl,MEApd-b,9,
COApl,MEApd-c,9,
COApl,MEApv,9,
COApl,BA,9,
COApl,IA,9,
COApl,SI,12,
COApl,MA,9,
COApl,MS,9,
COApl,NDB,9,
COApl,TRS,9,
COApl,BSTal,12,
COApl,BSTam,9,
COApl,BSTov,9,
COApl,BSTju,9,
COApl,BSTrh,9,
COApl,BSTdm,4,
COApl,BSTfu,9,
COApl,BSTv,4,
COApl,BSTmg,6,
COApl,BSTpr,9,
COApl,BSTif,12,
COApl,BSTtr,12,
COApl,BSTpm,9,
COApl,BSTd,4,
COApl,BSTse,9,
COApl,BSTsz,9,
COApl,BAC,9,
COApl,BSM,9,
COApl,LING,9,
COApl,CENT2,9,
COApl,CENT3,9,
COApl,CUL4,9,
COApl,CUL5,9,
COApl,DEC,9,
COApl,FOTU,9,
COApl,PYR,9,
COApl,UVU,9,
COApl,NOD,9,
COApl,SIM,9,
COApl,AN,9,
COApl,PRM,9,
COApl,COPY,9,
COApl,PFL,9,
COApl,FL,9,
COApl,FN,9,
COApl,IPp,9,
COApl,DNp,9,
COApl,VAL,9,
COApl,VM,9,
COApl,VPL,9,
COApl,VPLpc,9,
COApl,VPM,9,
COApl,VPMpc,9,
COApl,SPFm,9,
COApl,PP,9,
COApl,MGd,9,
COApl,MGv,9,
COApl,MGm,9,
COApl,LGd,9,
COApl,LP,9,
COApl,PO,9,
COApl,SGN,9,
COApl,POL,9,
COApl,AV,9,
COApl,AMd,9,
COApl,AMv,9,
COApl,AD,9,
COApl,IAD,9,
COApl,LD,9,
COApl,MDm,12,
COApl,MDc,9,
COApl,MDl,9,
COApl,IMD,9,
COApl,SMT,9,
COApl,PR,9,
COApl,PVT,12,
COApl,PT,12,
COApl,REa,9,
COApl,RECc,9,
COApl,RECd,9,
COApl,RECm,9,
COApl,RH,9,
COApl,CM,9,
COApl,CL,9,
COApl,PF,9,
COApl,RT,9,
COApl,SCzo,9,
COApl,SCsg,9,
COApl,SCop,9,
COApl,PBG,9,
COApl,MEV,9,
COApl,PSV,9,
COApl,SPVOvl,9,
COApl,SPVOrdm,9,
COApl,SPVOmdmd,9,
COApl,SPVOcdm,9,
COApl,SPVI,9,
COApl,SPVC,9,
COApl,PAT,9,
COApl,GR,9,
COApl,GRm,9,
COApl,CU,9,
COApl,z,9,
COApl,ECU,9,
COApl,MZ,9,
COApl,SGE,9,
COApl,NP,9,
COApl,RS,9,
COApl,BN,9,
COApl,LCN,9,
COApl,LSN,9,
COApl,IH,9,
COApl,CEC,9,
COApl,DSN,9,
COApl,DSNc,9,
COApl,DCO,9,
COApl,VCOa,9,
COApl,VCOp,9,
COApl,CNspg,9,
COApl,IAN,9,
COApl,NTB,9,
COApl,SOCm,9,
COApl,SOCl,9,
COApl,POR,9,
COApl,ICe,9,
COApl,ICd,9,
COApl,ICc,9,
COApl,NB,9,
COApl,SAG,9,
COApl,NTSm,9,
COApl,NTSce,9,
COApl,NTSco,9,
COApl,NTSge,9,
COApl,NTSl,9,
COApl,PBlc,9,
COApl,PBld,9,
COApl,PBle,9,
COApl,PBlex,9,
COApl,PBli,9,
COApl,PBls,9,
COApl,PBlv,9,
COApl,KF,9,
COApl,PBmm,9,
COApl,PBme,9,
COApl,PBmv,9,
COApl,OV,9,
COApl,SFO,9,
COApl,AP,9,
COApl,SCHd,9,
COApl,SCHv,9,
COApl,SBPV,9,
COApl,TMd,9,
COApl,TMv,9,
COApl,SUMm,9,
COApl,SUMl,9,
COApl,SNc,9,
COApl,PPN,9,
COApl,PRNr,9,
COApl,IF,9,
COApl,IPNr,9,
COApl,IPNa,9,
COApl,IPNd,9,
COApl,IPNld,9,
COApl,IPNli,9,
COApl,IPNlv,9,
COApl,IPNlr,9,
COApl,IPNi,9,
COApl,IPNc,9,
COApl,RL,9,
COApl,CLI,9,
COApl,CSm,9,
COApl,CSl,9,
COApl,DR,9,
COApl,NIc,9,
COApl,NId,9,
COApl,RPO,9,
COApl,RM,9,
COApl,RPA,9,
COApl,RO,9,
COApl,LDT,9,
COApl,SLD,9,
COApl,LC,9,
COApl,SLC,9,
COApl,MPNl,6,
COApl,MPNm,9,
COApl,MPNc,9,
COApl,AHNa,9,
COApl,AHNc,9,
COApl,AHNp,9,
COApl,AHNd,9,
COApl,PVHmpv,9,
COApl,PVHdp,9,
COApl,PVHlp,9,
COApl,PVHf,9,
COApl,VMHa,9,
COApl,VMHdm,9,
COApl,VMHc,9,
COApl,VMHvl,12,
COApl,PMv,2,
COApl,PMd,9,
COApl,MM,12,
COApl,MMme,9,
COApl,LM,9,
COApl,SNr,9,
COApl,VTA,9,
COApl,RR,9,
COApl,SCdg,9,
COApl,SCdw,9,
COApl,RN,9,
COApl,PG,9,
COApl,TRN,9,
COApl,IOda,9,
COApl,IOma,9,
COApl,IOpr,9,
COApl,LRNm,9,
COApl,LRNp,9,
COApl,LIN,9,
COApl,PMR,9,
COApl,PAS,9,
COApl,MV,9,
COApl,LAV,9,
COApl,SUV,9,
COApl,SPIV,9,
COApl,NIS,9,
COApl,PRP,9,
COApl,NR,9,
COApl,INV,9,
COApl,x,9,
COApl,y,9,
COApl,ICB,9,
COApl,MHd,9,
COApl,MHv,9,
COApl,LH,9,
COApl,PH,9,
COApl,PRC,9,
COApl,COM,9,
COApl,PAGrm,9,
COApl,PAGrl,9,
COApl,PAGm,9,
COApl,PAGd,9,
COApl,PAGdl,9,
COApl,PAGvl,9,
COApl,MAN,9,
COApl,INC,9,
COApl,ND,9,
COApl,PCG,9,
COApl,DTN,9,
COApl,LTN,9,
COApl,B,9,
COApl,SG,9,
COApl,CGS,9,
COApl,MEPO,9,
COApl,PSCH,9,
COApl,AVPV,9,
COApl,PVpo,9,
COApl,ADP,9,
COApl,AVP,9,
COApl,PD,9,
COApl,PS,9,
COApl,MPO,6,
COApl,AHA,7,
COApl,DMH,9,
COApl,PVp,9,
COApl,LPO,9,
COApl,LHAjp,6,
COApl,RCH,9,
COApl,LHAs,9,
COApl,STN,9,
COApl,ZI,9,
COApl,ZIda,9,
COApl,FF,9,
COApl,IGL,9,
COApl,LGvl,9,
COApl,LGvm,9,
COApl,OP,9,
COApl,NOT,9,
COApl,PPT,9,
COApl,NPC,9,
COApl,APN,9,
COApl,MPT,9,
COApl,VTN,9,
COApl,AT,9,
COApl,MT,9,
COApl,LT,9,
COApl,DT,9,
COApl,CUN,9,
COApl,PRNc,9,
COApl,GRN,9,
COApl,PGRNd,9,
COApl,PGRNl,9,
COApl,PPYd,9,
COApl,PPYs,9,
COApl,MARN,9,
COApl,SUT,9,
COApl,PARN,9,
COApl,MDRNd,9,
COApl,MDRNv,9,
COApl,SO,9,
COApl,SOr,9,
COApl,NC,9,
COApl,PVHam,9,
COApl,PVHmm,9,
COApl,PVHpmm,9,
COApl,PVHpml,9,
COApl,MEin,9,
COApl,INFin,9,
COApl,NL,9,
COApl,PVHap,9,
COApl,PVHmpd,9,
COApl,PVHpv,9,
COApl,PVa,9,
COApl,PVi,9,
COApl,ARH,9,
COApl,MEex,9,
COApl,INFex,9,
COApl,III,9,
COApl,IV,9,
COApl,VI,9,
COApl,ACVI,9,
COApl,Vpc,9,
COApl,VII,9,
COApl,ACVII,9,
COApl,ECO,9,
COApl,EV,9,
COApl,AMBd,9,
COApl,XI,9,
COApl,XII,9,
COApl,VH,9,
COApl,NBC,9,
COApl,ON,9,
COApl,PN,9,
COApl,EW,9,
COApl,SSN,9,
COApl,ISN,9,
COApl,DMX,9,
COApl,AMBv,9,
COApl,IMLp,9,
COApl,IMLs,9,
COApl,IMM,9,
COApl,ICS,9,
COApm,MOp,9,
COApm,MOs,9,
COApm,SSp,9,
COApm,SSs,9,
COApm,VISC,9,
COApm,ILA,4,
COApm,GU,9,
COApm,MOB,9,
COApm,AOB,2,
COApm,AON,5,
COApm,TTd,4,
COApm,TTv,4,
COApm,PIR,2,
COApm,TR,2,
COApm,PAA,9,
COApm,NLOT,9,
COApm,COAa,2,
COApm,COApl,2,
COApm,AUDp,9,
COApm,AUDd,9,
COApm,AUDv,9,
COApm,VISlla,9,
COApm,VISal,9,
COApm,VISam,9,
COApm,VISli,9,
COApm,VISll,9,
COApm,VISlm,9,
COApm,VISpl,9,
COApm,VISp,9,
COApm,VISrl,9,
COApm,ACAd,9,
COApm,ACAv,9,
COApm,PL,9,
COApm,ORBl,9,
COApm,ORBm,9,
COApm,ORBv,9,
COApm,ORBvl,9,
COApm,AId,4,
COApm,AIv,4,
COApm,AIp,5,
COApm,RSPd,9,
COApm,RSPagl,9,
COApm,RSPv,9,
COApm,PTLp,9,
COApm,TEa,9,
COApm,ECT,9,
COApm,PERI,5,
COApm,ENTl,2,
COApm,ENTm,3,
COApm,ENTmv,5,
COApm,PRE,9,
COApm,POST,9,
COApm,PAR,7,
COApm,SUBd,9,
COApm,SUBv,2,
COApm,CA1,1,
COApm,CA2,9,
COApm,CA3,2,
COApm,DG,9,
COApm,IG,9,
COApm,FC,9,
COApm,CLA,9,
COApm,EPd,3,
COApm,EPv,3,
COApm,LA,9,
COApm,BLAa,6,
COApm,BLAp,6,
COApm,BMAa,2,
COApm,BMAp,2,
COApm,PA,6,
COApm,CP,9,
COApm,ACB,12,
COApm,FS,12,
COApm,OT1,9,
COApm,OT2,9,
COApm,OT3,9,
COApm,isl,9,
COApm,islm,9,
COApm,LSc.d.r,9,
COApm,LSc.d.d,9,
COApm,LSc.d.l,9,
COApm,LSc.d.v,9,
COApm,LSc.v.m.d,9,
COApm,LSc.v.m.v,9,
COApm,LSc.v.i,9,
COApm,LSc.v.l.d,9,
COApm,LSc.v.l.v,9,
COApm,LSr.m.d,9,
COApm,LSr.m.v.r,9,
COApm,LSr.m.v.c,9,
COApm,LSr.vl.d.m,9,
COApm,LSr.vl.d.l,9,
COApm,LSr.vl.v,9,
COApm,LSr.dl.m.d,9,
COApm,LSr.dl.m.v,9,
COApm,LSr.dl.l.d,9,
COApm,LSr.dl.l.v,9,
COApm,LSv,6,
COApm,SF,6,
COApm,SH,9,
COApm,CEAm,3,
COApm,CEAl,9,
COApm,CEAc,7,
COApm,MEAad,1,
COApm,MEAav,4,
COApm,MEApd-a,9,
COApm,MEApd-b,9,
COApm,MEApd-c,9,
COApm,MEApv,2,
COApm,BA,2,
COApm,IA,2,
COApm,SI,9,
COApm,MA,9,
COApm,MS,9,
COApm,NDB,9,
COApm,TRS,9,
COApm,BSTal,9,
COApm,BSTam,12,
COApm,BSTov,9,
COApm,BSTju,9,
COApm,BSTrh,9,
COApm,BSTdm,6,
COApm,BSTfu,9,
COApm,BSTv,9,
COApm,BSTmg,9,
COApm,BSTpr,6,
COApm,BSTif,12,
COApm,BSTtr,12,
COApm,BSTpm,9,
COApm,BSTd,9,
COApm,BSTse,9,
COApm,BSTsz,9,
COApm,BAC,9,
COApm,BSM,9,
COApm,LING,9,
COApm,CENT2,9,
COApm,CENT3,9,
COApm,CUL4,9,
